transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,month,sales
1491,2023-02-25,08:39:04,3,7,Queens,87,3.83,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,February,11.49
1492,2023-07-26,11:29:39,3,5,Upper East Side,27,4.24,Tea,Green tea,Sencha Lg,July,12.72
1493,2023-02-05,18:48:31,3,7,Upper East Side,32,3.87,Tea,Herbal tea,Peppermint Fresh Lg,February,11.61
1494,2023-10-14,07:52:28,2,3,Upper East Side,81,4.0,Tea,Herbal tea,Chamomile Calm Sm,October,8.0
1495,2023-03-30,07:51:14,2,3,Midtown,15,2.52,Bakery,Muffin,Chocolate Chip Muffin,March,5.04
1496,2023-11-13,11:47:00,3,5,Midtown,40,2.05,Bakery,Scone,Oatmeal Scone,November,6.1499999999999995
1497,2023-01-03,13:55:32,1,9,Lower Manhattan,30,3.56,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,January,3.56
1498,2023-08-23,16:41:25,1,9,Queens,46,3.64,Coffee,Drip coffee,Light Roast Sm,August,3.64
1499,2023-06-27,19:52:50,1,8,Midtown,87,2.9,Coffee,Gourmet brewed coffee,Ethiopia Rg,June,2.9
1500,2023-04-20,18:31:29,2,7,Upper East Side,62,4.16,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,April,8.32
1501,2023-05-02,07:57:43,2,2,Midtown,72,3.39,Bakery,Croissant,Butter Croissant,May,6.78
1502,2023-02-10,08:31:31,1,4,Midtown,40,4.43,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,February,4.43
1503,2023-12-16,20:34:25,1,10,Queens,16,3.89,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,December,3.89
1504,2023-10-15,08:37:23,2,2,Upper East Side,94,3.11,Bakery,Scone,Oatmeal Scone,October,6.22
1505,2023-05-09,10:27:31,2,1,Midtown,27,3.32,Bakery,Croissant,Butter Croissant,May,6.64
1506,2023-12-14,14:32:25,1,1,Midtown,91,4.49,Coffee,Barista Espresso,Mocha Rg,December,4.49
1507,2023-09-06,15:44:26,2,10,Midtown,98,2.97,Bakery,Muffin,Chocolate Chip Muffin,September,5.94
1508,2023-09-19,11:19:09,2,2,Upper East Side,75,3.19,Bakery,Croissant,Butter Croissant,September,6.38
1509,2023-08-12,14:30:20,1,10,Lower Manhattan,52,2.38,Bakery,Muffin,Chocolate Chip Muffin,August,2.38
1510,2023-10-28,17:20:58,3,7,Midtown,37,2.71,Bakery,Scone,Blueberry Scone,October,8.129999999999999
1511,2023-05-06,20:54:37,2,5,Upper East Side,45,3.29,Tea,Brewed Chai tea,Classic Chai Sm,May,6.58
1512,2023-05-04,13:12:11,3,2,Upper East Side,16,4.87,Coffee,Barista Espresso,Flat White Lg,May,14.61
1513,2023-08-11,06:06:00,1,6,Brooklyn,95,3.49,Bakery,Scone,Oatmeal Scone,August,3.49
1514,2023-07-22,14:26:18,2,1,Queens,11,4.44,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,8.88
1515,2023-06-19,09:05:23,1,1,Upper East Side,55,4.08,Tea,Herbal tea,Chamomile Calm Sm,June,4.08
1516,2023-05-19,08:14:19,2,1,Lower Manhattan,22,3.85,Tea,Herbal tea,Peppermint Fresh Lg,May,7.7
1517,2023-03-07,15:39:42,2,7,Queens,97,4.6,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,March,9.2
1518,2023-11-16,20:49:17,3,4,Upper East Side,20,4.48,Tea,Green tea,Jasmine Green Sm,November,13.440000000000001
1519,2023-03-27,07:31:55,2,9,Lower Manhattan,43,4.52,Coffee,Barista Espresso,Flat White Lg,March,9.04
1520,2023-01-18,13:16:37,1,7,Midtown,35,3.46,Tea,Green tea,Jasmine Green Sm,January,3.46
1521,2023-01-15,14:29:25,3,5,Brooklyn,43,3.76,Tea,Herbal tea,Peppermint Fresh Lg,January,11.28
1522,2023-11-05,09:03:29,2,7,Midtown,60,2.87,Coffee,Barista Espresso,Flat White Lg,November,5.74
1523,2023-04-06,06:03:33,3,9,Queens,71,2.96,Tea,Herbal tea,Peppermint Fresh Lg,April,8.879999999999999
1524,2023-02-14,19:01:53,3,5,Queens,64,4.24,Coffee,Drip coffee,Old Time Diner Blend Sm,February,12.72
1525,2023-12-29,17:29:40,3,8,Queens,74,2.25,Bakery,Scone,Oatmeal Scone,December,6.75
1526,2023-05-17,18:50:23,1,6,Brooklyn,14,3.88,Tea,Herbal tea,Chamomile Calm Sm,May,3.88
1527,2023-10-20,18:19:39,2,3,Lower Manhattan,92,4.11,Tea,Herbal tea,Peppermint Fresh Lg,October,8.22
1528,2023-11-05,19:44:11,1,8,Lower Manhattan,84,2.95,Tea,Herbal tea,Chamomile Calm Sm,November,2.95
1529,2023-04-06,18:53:56,2,9,Brooklyn,74,4.24,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,April,8.48
1530,2023-05-05,20:03:06,1,9,Upper East Side,89,3.06,Bakery,Croissant,Almond Croissant,May,3.06
1531,2023-11-07,07:06:15,1,8,Queens,31,3.61,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,November,3.61
1532,2023-09-23,16:33:47,1,9,Midtown,35,3.55,Tea,Green tea,Jasmine Green Sm,September,3.55
1533,2023-11-06,15:46:44,2,1,Brooklyn,80,4.26,Tea,Green tea,Jasmine Green Sm,November,8.52
1534,2023-05-24,08:07:35,1,1,Lower Manhattan,69,3.29,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,May,3.29
1535,2023-04-22,14:38:32,3,8,Queens,69,2.67,Coffee,Drip coffee,Morning Classic Lg,April,8.01
1536,2023-05-12,07:36:54,2,8,Brooklyn,53,3.06,Tea,Green tea,Sencha Lg,May,6.12
1537,2023-09-05,06:30:05,2,4,Upper East Side,44,4.51,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,September,9.02
1538,2023-06-29,09:50:36,2,7,Lower Manhattan,85,4.34,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,June,8.68
1539,2023-10-09,11:13:30,3,8,Upper East Side,11,4.27,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,October,12.809999999999999
1540,2023-01-06,12:02:06,1,2,Brooklyn,59,4.09,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,January,4.09
1541,2023-11-16,10:46:48,1,7,Midtown,56,2.9,Bakery,Croissant,Butter Croissant,November,2.9
1542,2023-09-03,06:35:55,3,2,Midtown,55,2.68,Coffee,Drip coffee,Old Time Diner Blend Sm,September,8.040000000000001
1543,2023-04-26,20:32:37,1,10,Lower Manhattan,95,4.71,Coffee,Barista Espresso,Cappuccino Sm,April,4.71
1544,2023-06-01,20:06:37,1,1,Lower Manhattan,53,3.59,Tea,Green tea,Jasmine Green Sm,June,3.59
1545,2023-01-18,14:35:07,1,1,Brooklyn,27,3.41,Coffee,Gourmet brewed coffee,Ethiopia Rg,January,3.41
1546,2023-03-12,18:26:11,1,1,Queens,59,2.39,Coffee,Gourmet brewed coffee,Ethiopia Rg,March,2.39
1547,2023-05-20,06:32:48,3,2,Brooklyn,10,4.11,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,May,12.330000000000002
1548,2023-05-19,07:01:33,2,9,Upper East Side,81,4.22,Tea,Brewed Chai tea,Classic Chai Sm,May,8.44
1549,2023-04-27,18:52:44,3,10,Upper East Side,72,3.28,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,April,9.84
1550,2023-06-22,08:22:37,1,2,Brooklyn,61,3.47,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,June,3.47
1551,2023-12-28,11:50:57,3,1,Lower Manhattan,97,3.39,Bakery,Muffin,Chocolate Chip Muffin,December,10.17
1552,2023-02-20,18:07:56,2,9,Upper East Side,67,2.93,Coffee,Gourmet brewed coffee,French Roast Rg,February,5.86
1553,2023-01-28,15:40:30,2,6,Lower Manhattan,13,2.21,Bakery,Muffin,Blueberry Muffin,January,4.42
1554,2023-09-18,14:48:16,3,8,Upper East Side,32,3.16,Coffee,Barista Espresso,Flat White Lg,September,9.48
1555,2023-10-19,11:56:34,2,6,Upper East Side,72,2.78,Bakery,Croissant,Butter Croissant,October,5.56
1556,2023-10-25,20:06:49,2,1,Lower Manhattan,80,3.1,Tea,Brewed Chai tea,Classic Chai Sm,October,6.2
1557,2023-10-26,09:04:57,1,2,Midtown,73,3.11,Tea,Herbal tea,Chamomile Calm Sm,October,3.11
1558,2023-10-20,08:38:07,1,2,Queens,79,4.05,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,October,4.05
1559,2023-06-09,15:42:53,2,2,Queens,82,3.23,Tea,Herbal tea,Chamomile Calm Sm,June,6.46
1560,2023-12-17,09:16:12,2,5,Midtown,18,2.8,Tea,Green tea,Jasmine Green Sm,December,5.6
1561,2023-11-05,06:33:46,1,1,Lower Manhattan,15,3.38,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,November,3.38
1562,2023-12-12,14:27:27,2,3,Queens,35,4.42,Tea,Herbal tea,Peppermint Fresh Lg,December,8.84
1563,2023-12-03,12:53:02,1,3,Queens,93,2.77,Tea,Brewed Chai tea,Classic Chai Sm,December,2.77
1564,2023-05-18,13:50:32,1,3,Midtown,62,2.79,Bakery,Scone,Blueberry Scone,May,2.79
1565,2023-06-10,15:58:45,3,7,Upper East Side,48,2.05,Bakery,Croissant,Almond Croissant,June,6.1499999999999995
1566,2023-10-27,17:27:33,1,4,Midtown,15,2.32,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,October,2.32
1567,2023-12-29,06:12:11,1,2,Upper East Side,24,3.21,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,3.21
1568,2023-07-09,16:21:24,2,4,Queens,67,3.26,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,July,6.52
1569,2023-04-21,20:09:23,1,2,Brooklyn,79,3.2,Coffee,Gourmet brewed coffee,French Roast Rg,April,3.2
1570,2023-10-06,19:59:36,3,8,Upper East Side,89,4.05,Tea,Green tea,Jasmine Green Sm,October,12.149999999999999
1571,2023-08-10,09:35:47,2,10,Upper East Side,80,3.02,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,August,6.04
1572,2023-08-27,16:42:46,2,8,Midtown,61,4.58,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,August,9.16
1573,2023-05-27,19:19:08,3,2,Upper East Side,16,3.17,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,May,9.51
1574,2023-12-13,10:03:22,2,6,Upper East Side,49,3.8,Tea,Herbal tea,Chamomile Calm Sm,December,7.6
1575,2023-10-23,17:33:47,3,4,Lower Manhattan,77,2.44,Coffee,Gourmet brewed coffee,Ethiopia Rg,October,7.32
1576,2023-09-02,17:26:19,1,2,Queens,32,3.26,Tea,Green tea,Jasmine Green Sm,September,3.26
1577,2023-06-13,07:37:55,3,2,Lower Manhattan,87,2.35,Coffee,Drip coffee,Morning Classic Lg,June,7.050000000000001
1578,2023-02-16,17:55:39,3,5,Midtown,93,3.94,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,February,11.82
1579,2023-11-08,09:35:39,2,7,Lower Manhattan,65,2.66,Bakery,Muffin,Blueberry Muffin,November,5.32
1580,2023-03-26,16:56:44,1,8,Lower Manhattan,21,2.57,Bakery,Croissant,Butter Croissant,March,2.57
1581,2023-08-15,10:15:41,3,7,Upper East Side,51,4.05,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,August,12.149999999999999
1582,2023-12-23,11:03:12,1,9,Lower Manhattan,17,2.68,Tea,Green tea,Jasmine Green Sm,December,2.68
1583,2023-02-22,10:23:56,2,1,Brooklyn,70,4.68,Coffee,Drip coffee,Morning Classic Lg,February,9.36
1584,2023-01-08,08:59:02,3,1,Brooklyn,19,3.05,Bakery,Scone,Oatmeal Scone,January,9.149999999999999
1585,2023-08-08,07:22:33,1,1,Brooklyn,68,4.8,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,August,4.8
1586,2023-12-03,06:25:48,3,3,Midtown,44,3.5,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,10.5
1587,2023-09-28,17:33:05,1,8,Brooklyn,52,3.85,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,September,3.85
1588,2023-03-13,13:34:14,2,4,Midtown,47,2.44,Bakery,Muffin,Chocolate Chip Muffin,March,4.88
1589,2023-12-02,13:06:57,3,7,Lower Manhattan,85,3.54,Coffee,Gourmet brewed coffee,French Roast Rg,December,10.620000000000001
1590,2023-05-13,15:21:06,3,1,Brooklyn,33,2.36,Bakery,Muffin,Chocolate Chip Muffin,May,7.08
1591,2023-04-20,17:30:02,3,6,Midtown,97,4.48,Coffee,Barista Espresso,Latte Rg,April,13.440000000000001
1592,2023-10-01,13:53:42,3,8,Upper East Side,49,2.89,Tea,Brewed Chai tea,Classic Chai Sm,October,8.67
1593,2023-10-19,15:03:27,2,4,Brooklyn,83,2.74,Tea,Green tea,Sencha Lg,October,5.48
1594,2023-02-03,16:02:40,1,8,Queens,69,4.47,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,February,4.47
1595,2023-10-25,10:58:35,1,2,Midtown,50,3.75,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,October,3.75
1596,2023-03-15,07:50:15,3,1,Midtown,47,2.91,Bakery,Muffin,Chocolate Chip Muffin,March,8.73
1597,2023-05-13,06:44:29,1,6,Queens,48,2.22,Bakery,Croissant,Almond Croissant,May,2.22
1598,2023-04-12,16:58:08,3,4,Queens,57,2.66,Tea,Herbal tea,Chamomile Calm Sm,April,7.98
1599,2023-11-27,20:47:36,3,2,Lower Manhattan,81,4.01,Tea,Brewed Chai tea,Classic Chai Sm,November,12.03
1600,2023-05-14,19:44:58,1,1,Queens,49,2.0,Coffee,Barista Espresso,Flat White Lg,May,2.0
1601,2023-12-15,09:38:47,1,10,Upper East Side,95,4.26,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,December,4.26
1602,2023-08-10,10:41:38,1,9,Queens,35,2.21,Bakery,Croissant,Butter Croissant,August,2.21
1603,2023-09-11,15:39:37,2,1,Midtown,16,2.66,Coffee,Barista Espresso,Cappuccino Sm,September,5.32
1604,2023-06-21,16:01:01,3,8,Midtown,97,2.08,Bakery,Scone,Oatmeal Scone,June,6.24
1605,2023-11-22,07:18:08,3,4,Brooklyn,67,4.27,Tea,Herbal tea,Peppermint Fresh Lg,November,12.809999999999999
1606,2023-04-27,12:07:51,1,5,Queens,57,4.89,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,April,4.89
1607,2023-02-09,14:25:53,2,1,Upper East Side,49,2.94,Bakery,Scone,Oatmeal Scone,February,5.88
1608,2023-11-12,09:00:03,2,9,Upper East Side,91,3.12,Bakery,Scone,Oatmeal Scone,November,6.24
1609,2023-10-06,17:25:21,3,10,Upper East Side,16,3.95,Coffee,Drip coffee,Old Time Diner Blend Sm,October,11.850000000000001
1610,2023-01-25,14:43:34,3,9,Queens,60,2.41,Bakery,Croissant,Almond Croissant,January,7.23
1611,2023-07-06,13:47:47,1,10,Midtown,90,4.32,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,July,4.32
1612,2023-10-04,17:31:18,1,3,Midtown,19,4.06,Tea,Green tea,Sencha Lg,October,4.06
1613,2023-08-24,08:17:09,1,7,Upper East Side,64,3.79,Coffee,Barista Espresso,Mocha Rg,August,3.79
1614,2023-07-19,10:42:08,1,8,Brooklyn,72,3.14,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,3.14
1615,2023-01-04,09:39:24,3,1,Queens,33,4.23,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,January,12.690000000000001
1616,2023-02-13,08:16:59,3,7,Upper East Side,69,2.97,Tea,Green tea,Jasmine Green Sm,February,8.91
1617,2023-08-27,12:44:31,3,9,Brooklyn,99,2.16,Bakery,Croissant,Almond Croissant,August,6.48
1618,2023-09-08,08:09:26,1,9,Lower Manhattan,66,4.72,Coffee,Drip coffee,Old Time Diner Blend Sm,September,4.72
1619,2023-04-05,18:39:39,1,8,Lower Manhattan,88,4.97,Coffee,Barista Espresso,Flat White Lg,April,4.97
1620,2023-10-29,06:51:35,1,8,Lower Manhattan,47,3.54,Tea,Herbal tea,Peppermint Fresh Lg,October,3.54
1621,2023-02-26,08:59:11,1,6,Lower Manhattan,82,4.04,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,February,4.04
1622,2023-10-16,13:49:00,1,7,Brooklyn,88,4.03,Tea,Green tea,Jasmine Green Sm,October,4.03
1623,2023-12-09,17:22:33,1,10,Lower Manhattan,34,4.06,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,4.06
1624,2023-05-16,10:18:25,2,10,Midtown,77,2.87,Coffee,Barista Espresso,Latte Rg,May,5.74
1625,2023-04-18,09:07:48,3,7,Midtown,77,4.28,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,April,12.84
1626,2023-01-07,09:49:03,3,4,Upper East Side,71,4.95,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,14.850000000000001
1627,2023-05-29,16:57:45,3,10,Lower Manhattan,43,4.98,Coffee,Gourmet brewed coffee,French Roast Rg,May,14.940000000000001
1628,2023-01-05,08:58:11,1,10,Midtown,65,4.56,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,January,4.56
1629,2023-09-21,20:26:15,1,10,Midtown,40,4.11,Tea,Green tea,Jasmine Green Sm,September,4.11
1630,2023-08-23,06:02:25,3,5,Upper East Side,51,2.16,Bakery,Croissant,Almond Croissant,August,6.48
1631,2023-08-23,06:00:03,3,9,Upper East Side,30,3.54,Tea,Brewed Chai tea,Classic Chai Sm,August,10.620000000000001
1632,2023-11-10,11:15:24,2,5,Upper East Side,83,3.02,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,November,6.04
1633,2023-10-18,10:02:57,3,8,Upper East Side,72,3.63,Coffee,Barista Espresso,Mocha Rg,October,10.89
1634,2023-07-08,18:30:02,2,6,Brooklyn,33,4.25,Coffee,Barista Espresso,Latte Rg,July,8.5
1635,2023-02-16,15:22:56,3,4,Upper East Side,59,4.33,Coffee,Barista Espresso,Latte Rg,February,12.99
1636,2023-03-25,20:23:43,3,8,Brooklyn,51,4.79,Coffee,Drip coffee,Morning Classic Lg,March,14.370000000000001
1637,2023-04-04,06:19:55,2,3,Brooklyn,90,2.16,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,April,4.32
1638,2023-03-22,11:23:08,3,5,Lower Manhattan,88,4.08,Tea,Green tea,Jasmine Green Sm,March,12.24
1639,2023-03-22,08:19:22,2,9,Midtown,25,3.2,Coffee,Gourmet brewed coffee,Ethiopia Rg,March,6.4
1640,2023-03-18,09:08:14,3,2,Midtown,15,3.39,Bakery,Scone,Oatmeal Scone,March,10.17
1641,2023-01-03,10:42:33,2,2,Midtown,74,2.58,Bakery,Croissant,Almond Croissant,January,5.16
1642,2023-12-15,06:35:44,1,2,Midtown,11,3.03,Coffee,Gourmet brewed coffee,Ethiopia Rg,December,3.03
1643,2023-02-06,18:25:41,2,1,Lower Manhattan,58,2.56,Bakery,Croissant,Almond Croissant,February,5.12
1644,2023-04-01,08:29:50,2,4,Upper East Side,59,3.82,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,April,7.64
1645,2023-01-25,08:23:27,3,4,Queens,85,2.67,Tea,Green tea,Jasmine Green Sm,January,8.01
1646,2023-09-18,16:15:45,1,10,Queens,23,3.35,Tea,Brewed Chai tea,Classic Chai Sm,September,3.35
1647,2023-10-01,15:28:03,1,7,Queens,65,4.3,Tea,Green tea,Jasmine Green Sm,October,4.3
1648,2023-01-21,15:15:43,3,1,Midtown,60,2.88,Bakery,Scone,Blueberry Scone,January,8.64
1649,2023-07-28,07:44:40,1,2,Midtown,99,2.67,Tea,Herbal tea,Peppermint Fresh Lg,July,2.67
1650,2023-01-14,19:31:36,2,3,Lower Manhattan,83,3.03,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,January,6.06
1651,2023-06-08,09:12:42,2,3,Upper East Side,54,3.29,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,June,6.58
1652,2023-12-03,15:31:11,3,5,Lower Manhattan,10,2.55,Coffee,Barista Espresso,Cappuccino Sm,December,7.6499999999999995
1653,2023-05-26,12:36:06,1,8,Lower Manhattan,12,4.28,Coffee,Drip coffee,Old Time Diner Blend Sm,May,4.28
1654,2023-04-05,06:43:50,3,10,Lower Manhattan,73,2.25,Bakery,Muffin,Chocolate Chip Muffin,April,6.75
1655,2023-10-06,16:26:22,1,7,Upper East Side,37,3.37,Bakery,Scone,Oatmeal Scone,October,3.37
1656,2023-12-25,16:21:57,1,7,Upper East Side,76,4.89,Coffee,Drip coffee,Old Time Diner Blend Sm,December,4.89
1657,2023-05-24,12:38:34,2,7,Queens,78,2.82,Bakery,Scone,Oatmeal Scone,May,5.64
1658,2023-11-23,08:32:17,1,6,Upper East Side,96,4.12,Coffee,Drip coffee,Morning Classic Lg,November,4.12
1659,2023-01-25,19:38:01,1,9,Brooklyn,19,3.4,Tea,Green tea,Sencha Lg,January,3.4
1660,2023-08-11,12:25:02,2,8,Brooklyn,17,3.85,Tea,Green tea,Jasmine Green Sm,August,7.7
1661,2023-08-05,13:55:59,1,10,Lower Manhattan,55,4.2,Tea,Herbal tea,Peppermint Fresh Lg,August,4.2
1662,2023-01-02,18:24:04,2,9,Queens,30,4.53,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,January,9.06
1663,2023-01-05,15:05:23,2,4,Brooklyn,83,2.5,Bakery,Croissant,Almond Croissant,January,5.0
1664,2023-05-09,18:24:40,2,4,Queens,52,3.14,Bakery,Scone,Blueberry Scone,May,6.28
1665,2023-02-04,12:23:32,1,2,Lower Manhattan,10,2.32,Bakery,Muffin,Chocolate Chip Muffin,February,2.32
1666,2023-07-06,06:58:40,2,3,Midtown,19,2.64,Bakery,Scone,Oatmeal Scone,July,5.28
1667,2023-04-12,18:01:05,1,8,Upper East Side,63,4.45,Tea,Green tea,Sencha Lg,April,4.45
1668,2023-01-21,18:56:09,1,1,Brooklyn,20,2.88,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,January,2.88
1669,2023-07-03,18:13:59,3,7,Lower Manhattan,11,3.36,Tea,Brewed Chai tea,Classic Chai Sm,July,10.08
1670,2023-03-27,19:08:44,2,7,Queens,85,3.65,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,March,7.3
1671,2023-05-29,11:15:54,2,6,Upper East Side,46,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,May,7.0
1672,2023-09-24,15:33:59,2,10,Lower Manhattan,40,3.22,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,September,6.44
1673,2023-05-04,09:00:17,2,5,Midtown,65,3.28,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,May,6.56
1674,2023-02-11,07:09:34,1,3,Midtown,63,3.33,Coffee,Barista Espresso,Flat White Lg,February,3.33
1675,2023-09-25,09:41:31,1,10,Upper East Side,27,4.31,Coffee,Barista Espresso,Mocha Rg,September,4.31
1676,2023-02-05,20:38:35,2,5,Midtown,86,4.55,Coffee,Barista Espresso,Flat White Lg,February,9.1
1677,2023-11-03,19:02:58,1,5,Upper East Side,84,4.44,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,November,4.44
1678,2023-06-22,08:00:43,2,5,Upper East Side,76,4.38,Tea,Green tea,Sencha Lg,June,8.76
1679,2023-06-27,06:02:56,3,10,Lower Manhattan,74,4.09,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,June,12.27
1680,2023-02-04,10:25:11,1,8,Queens,38,4.45,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,February,4.45
1681,2023-07-31,08:59:49,3,10,Queens,32,2.79,Coffee,Gourmet brewed coffee,French Roast Rg,July,8.370000000000001
1682,2023-04-02,06:50:33,2,7,Queens,26,3.02,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,April,6.04
1683,2023-04-21,08:54:22,3,6,Queens,83,3.29,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,April,9.870000000000001
1684,2023-10-25,06:59:20,2,7,Lower Manhattan,19,4.08,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,October,8.16
1685,2023-04-26,08:43:38,2,5,Brooklyn,77,3.2,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,April,6.4
1686,2023-09-13,16:26:31,2,8,Midtown,59,4.33,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,September,8.66
1687,2023-06-12,15:59:36,3,3,Upper East Side,89,2.78,Coffee,Gourmet brewed coffee,Ethiopia Rg,June,8.34
1688,2023-12-08,08:44:28,1,7,Upper East Side,35,3.49,Coffee,Gourmet brewed coffee,Ethiopia Rg,December,3.49
1689,2023-04-15,16:37:15,1,1,Upper East Side,81,3.56,Tea,Herbal tea,Chamomile Calm Sm,April,3.56
1690,2023-06-01,17:45:13,3,5,Midtown,39,4.55,Coffee,Drip coffee,Light Roast Sm,June,13.649999999999999
1691,2023-10-28,20:34:48,3,2,Upper East Side,70,4.45,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,October,13.350000000000001
1692,2023-04-19,07:29:04,2,4,Midtown,72,2.83,Coffee,Barista Espresso,Latte Rg,April,5.66
1693,2023-04-30,11:58:47,2,9,Lower Manhattan,67,4.39,Coffee,Gourmet brewed coffee,House Blend Lg,April,8.78
1694,2023-03-21,07:12:49,3,6,Midtown,35,3.02,Coffee,Gourmet brewed coffee,House Blend Lg,March,9.06
1695,2023-03-30,07:56:57,2,4,Queens,21,2.19,Bakery,Muffin,Chocolate Chip Muffin,March,4.38
1696,2023-11-15,18:46:25,2,6,Brooklyn,45,3.74,Coffee,Gourmet brewed coffee,French Roast Rg,November,7.48
1697,2023-12-28,08:08:46,1,4,Midtown,37,3.15,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,December,3.15
1698,2023-07-11,14:44:48,2,2,Brooklyn,36,3.41,Bakery,Scone,Oatmeal Scone,July,6.82
1699,2023-09-05,16:44:18,1,5,Queens,29,3.11,Bakery,Muffin,Chocolate Chip Muffin,September,3.11
1700,2023-06-04,15:25:39,1,2,Lower Manhattan,35,2.05,Bakery,Scone,Blueberry Scone,June,2.05
1701,2023-05-28,13:16:56,1,1,Midtown,92,3.92,Tea,Brewed Chai tea,Classic Chai Sm,May,3.92
1702,2023-01-11,18:57:06,1,9,Lower Manhattan,60,2.58,Coffee,Drip coffee,Light Roast Sm,January,2.58
1703,2023-11-23,16:39:29,2,8,Queens,95,3.49,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,November,6.98
1704,2023-03-11,09:55:53,1,3,Lower Manhattan,97,3.53,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,March,3.53
1705,2023-07-15,15:19:00,1,2,Midtown,61,2.96,Bakery,Muffin,Blueberry Muffin,July,2.96
1706,2023-09-04,10:12:51,3,6,Queens,61,2.08,Coffee,Drip coffee,Light Roast Sm,September,6.24
1707,2023-01-29,20:01:13,3,3,Midtown,49,3.53,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,January,10.59
1708,2023-01-07,20:01:25,2,1,Upper East Side,24,2.44,Bakery,Croissant,Butter Croissant,January,4.88
1709,2023-11-28,10:16:47,1,7,Midtown,16,4.82,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,November,4.82
1710,2023-09-06,14:43:45,3,8,Lower Manhattan,84,2.94,Bakery,Muffin,Chocolate Chip Muffin,September,8.82
1711,2023-08-30,16:01:50,3,8,Queens,71,3.98,Coffee,Gourmet brewed coffee,Ethiopia Rg,August,11.94
